Point Mass X,Point Mass Y,Fixed Point 1 X,Fixed Point 1 Y,Fixed Point 2 X,Fixed Point 2 Y,Fixed Point 3 X,Fixed Point 3 Y,Convergence Point,Convergence Time
65,14,83,41,67,79,91,65,0,0.5555562973022461
62,73,41,45,99,36,62,27,2,1.9658968448638916
36,22,28,63,30,82,38,7,2,0.08670425415039062
12,59,34,47,64,1,59,58,0,0.11788105964660645
62,32,63,90,33,15,48,93,1,6.533404350280762
7,87,19,94,32,37,79,8,0,0.06898665428161621
20,14,31,63,94,78,41,47,0,0.773723840713501
74,97,5,75,52,11,51,7,1,2.4443118572235107
88,54,93,85,57,43,1,68,1,6.275708436965942
6,12,78,7,16,96,89,68,0,1.6216142177581787
21,44,39,11,50,22,59,36,1,0.14288878440856934
74,11,65,47,47,98,32,88,0,0.20142626762390137
54,81,61,39,43,20,56,63,2,0.0794222354888916
38,78,14,12,96,14,42,23,2,0.2947373390197754
84,86,63,27,55,95,60,80,2,1.571089744567871
5,15,34,64,23,70,33,61,0,0.6098682880401611
5,55,79,85,66,64,96,96,1,2.429910898208618
47,92,95,89,16,6,57,52,2,1.659416675567627
85,24,40,73,81,79,81,46,2,0.10526657104492188
24,61,10,21,48,85,95,70,2,0.6651544570922852
27,39,52,95,27,3,48,51,0,0.6229093074798584
25,94,79,18,6,3,21,37,1,0.4061307907104492
93,98,78,40,7,78,17,86,1,2.121772289276123
12,43,27,17,36,12,9,82,1,0.35269641876220703
83,32,33,44,30,81,92,64,0,2.1362709999084473
46,57,69,21,58,15,86,31,0,0.17615628242492676
24,35,36,58,53,17,52,63,0,0.3482978343963623
47,88,62,35,17,9,56,51,2,0.18445277214050293
5,43,57,36,78,85,16,26,2,0.4924013614654541
71,16,21,36,43,44,91,98,1,0.19608259201049805
99,25,43,58,69,75,49,46,0,1.0408892631530762
86,54,51,30,52,26,27,16,0,0.20664358139038086
5,96,36,71,44,14,68,67,0,0.22493577003479004
47,44,67,53,28,9,52,35,2,0.049561500549316406
89,47,37,78,23,38,28,13,2,1.6669540405273438
100,0,14,68,34,63,34,68,1,0.5036888122558594
71,25,45,12,43,43,96,6,0,0.18022608757019043
36,14,77,89,92,37,56,38,2,0.16173243522644043
89,65,76,70,13,3,64,72,0,0.0568845272064209
84,22,14,52,51,82,20,15,0,0.38030290603637695
9,74,63,73,44,79,61,48,2,0.4678645133972168
79,44,62,30,7,35,84,17,2,0.8198034763336182
91,13,10,47,58,12,95,13,2,0.01821136474609375
77,46,40,93,84,21,13,75,1,0.5606861114501953
41,12,85,54,60,27,32,78,1,0.11792969703674316
74,25,35,89,39,22,84,47,2,0.6305391788482666
33,82,25,57,57,90,55,96,1,0.11998701095581055
8,97,38,53,47,100,55,61,0,0.5349392890930176
51,28,40,3,57,6,35,30,1,0.2284243106842041
56,33,74,16,24,49,64,42,2,0.06258606910705566
68,8,96,18,70,95,44,47,0,1.0797936916351318
8,79,74,6,97,51,77,51,2,1.526949167251587
17,70,53,60,54,87,63,74,2,0.16883635520935059
99,3,45,12,11,88,10,4,0,0.3163025379180908
89,1,1,42,11,14,40,96,1,2.493149757385254
73,2,43,78,87,27,71,38,1,1.094897747039795
8,28,10,8,19,88,11,59,0,0.15335679054260254
31,22,46,56,96,78,90,58,1,0.5852253437042236
70,71,65,22,49,68,100,3,1,0.27793121337890625
41,75,26,55,42,28,23,73,0,0.24207186698913574
80,3,67,96,21,68,88,39,2,2.669647455215454
3,57,92,82,71,49,48,23,0,4.735816717147827
18,80,90,17,60,85,50,14,2,1.1496431827545166
17,39,77,63,6,80,78,11,2,1.2448019981384277
92,58,77,27,20,98,1,37,0,0.49890685081481934
74,76,66,96,95,29,29,86,0,0.2770671844482422
29,7,6,8,72,90,28,19,2,0.15464305877685547
29,42,98,100,11,83,41,51,2,0.0763101577758789
49,14,84,88,29,18,90,45,1,0.2963681221008301
93,94,63,91,4,15,64,97,0,0.37346744537353516
16,85,31,73,96,94,43,42,0,0.08901619911193848
60,11,61,25,28,35,86,52,0,0.06322860717773438
71,88,91,41,74,13,59,94,2,0.07271790504455566
30,33,52,10,11,57,83,45,2,0.834876537322998
58,31,9,7,67,58,78,96,1,0.16550803184509277
34,64,89,45,5,90,56,42,2,0.21933412551879883
87,34,29,81,48,56,95,41,2,0.05274796485900879
18,21,37,66,99,42,2,32,2,0.2611043453216553
98,0,73,93,14,91,50,53,1,3.391723871231079
99,10,14,5,21,50,16,13,2,2.6613569259643555
43,86,3,62,35,87,83,92,1,0.04113411903381348
44,82,39,43,29,6,99,33,0,0.7104520797729492
33,29,45,35,70,1,74,21,0,0.06250882148742676
68,36,62,59,63,32,16,57,1,0.030256271362304688
37,17,68,1,3,6,21,9,2,0.08857011795043945
71,66,76,26,92,22,51,94,0,0.3097801208496094
39,87,14,17,63,24,85,26,1,2.019866704940796
61,15,61,44,51,50,3,93,0,1.1901977062225342
46,83,73,20,33,26,39,54,2,0.14387989044189453
85,72,70,37,45,38,74,7,1,1.1818437576293945
75,80,48,78,93,21,48,85,0,0.1162421703338623
18,93,76,60,58,53,48,90,1,0.4682283401489258
8,87,49,58,100,89,9,77,2,0.046651363372802734
9,6,1,85,87,28,86,20,1,2.078627347946167
46,90,0,19,84,24,99,3,1,1.0365707874298096
55,58,87,66,24,90,82,86,2,0.8730587959289551
58,80,0,49,45,90,50,93,1,0.170762300491333
6,43,78,63,57,40,74,21,1,0.2595794200897217
80,33,39,72,71,68,1,89,1,0.8975398540496826
95,73,74,44,24,34,99,96,2,0.4776601791381836
69,31,37,7,7,42,5,50,1,0.9537091255187988
86,35,30,75,28,27,11,66,0,2.863370895385742
70,39,12,83,14,56,98,83,1,1.9740455150604248
64,54,60,67,66,48,38,22,1,0.035144805908203125
100,13,82,54,34,49,30,2,2,0.872992753982544
55,28,94,36,99,24,93,90,0,0.1873025894165039
91,52,69,26,67,13,84,58,2,0.06569266319274902
29,30,62,21,97,51,44,82,0,0.8544104099273682
27,11,3,66,5,45,48,66,0,0.86004638671875
94,27,24,45,50,33,91,0,1,0.6747472286224365
97,63,94,42,70,94,95,14,0,0.11160635948181152
58,100,34,34,3,44,32,2,1,1.0043857097625732
73,44,55,49,1,37,88,68,0,0.4696176052093506
61,34,49,59,82,84,47,57,0,0.10443544387817383
52,92,50,52,42,55,77,57,0,0.16383647918701172
81,89,69,24,90,23,50,79,0,0.615772008895874
83,88,54,80,16,49,14,15,0,0.15646576881408691
78,9,62,28,69,46,69,85,0,0.6939592361450195
18,5,6,2,85,15,2,69,0,0.06328916549682617
12,48,19,68,44,47,56,7,1,0.3685581684112549
16,74,18,51,43,65,4,31,0,0.9062097072601318
38,35,0,89,98,19,32,34,2,0.02714705467224121
33,11,54,92,67,26,19,27,2,2.416348934173584
42,18,82,18,10,70,65,93,0,6.195235729217529
32,39,25,20,7,91,86,51,0,0.11714577674865723
74,72,41,73,58,1,51,57,2,2.7312307357788086
10,54,60,23,54,23,70,9,1,0.249222993850708
19,89,59,57,19,75,85,77,1,0.07531523704528809
87,90,93,87,42,75,86,73,0,0.032071590423583984
83,70,41,84,36,17,74,94,2,0.35579776763916016
10,60,96,83,10,8,29,9,2,0.6914896965026855
26,84,62,95,49,50,80,84,2,0.24558448791503906
31,100,96,34,79,52,87,95,2,2.8465206623077393
2,99,28,58,25,83,24,24,2,0.6698338985443115
2,99,77,54,91,56,67,47,0,1.0535569190979004
87,15,91,87,6,55,37,67,1,3.5006611347198486
4,22,29,66,15,69,86,43,0,2.3235020637512207
26,71,58,18,32,18,90,5,1,2.6912295818328857
23,71,6,2,36,94,97,38,1,0.15780925750732422
42,65,18,43,21,98,81,14,0,1.6735446453094482
39,67,79,37,10,84,4,29,1,0.9747622013092041
71,22,37,13,98,61,19,63,2,1.1389758586883545
88,26,60,76,75,53,40,36,1,1.5406138896942139
73,2,9,41,87,61,45,97,2,1.9469478130340576
20,66,98,54,24,93,3,89,1,0.3109869956970215
24,83,10,33,49,33,54,56,1,0.826678991317749
83,66,5,80,48,12,51,7,2,1.2404451370239258
54,8,44,21,13,58,39,47,0,0.07820892333984375
70,13,31,66,47,81,98,85,1,0.3567938804626465
80,15,24,81,17,64,92,1,2,0.10138869285583496
5,74,23,43,56,57,26,85,2,1.1256978511810303
48,27,80,51,85,72,51,9,2,0.5748357772827148
7,8,57,4,78,83,61,45,2,0.855332612991333
18,69,77,13,14,41,11,56,2,0.08513236045837402
98,94,68,95,35,92,83,98,2,0.07523703575134277
75,24,30,72,52,59,9,85,1,0.21354198455810547
28,41,64,64,100,73,27,6,2,0.5250816345214844
70,41,57,56,53,18,96,83,0,0.41867828369140625
23,19,92,36,79,85,12,82,0,0.8306481838226318
72,11,84,92,97,26,11,34,1,0.400362491607666
37,10,82,7,28,56,91,6,0,1.9204678535461426
70,22,6,62,78,85,100,91,1,0.9089617729187012
29,96,83,41,50,69,9,41,2,11.695011377334595
59,68,76,99,45,39,19,30,1,0.3552122116088867
97,61,37,17,86,20,76,8,1,2.21525502204895
15,73,7,62,54,1,6,59,0,0.08207964897155762
74,94,7,31,86,12,49,93,2,0.21184206008911133
51,78,25,22,28,96,69,80,2,0.19031500816345215
60,54,96,55,97,31,57,20,0,0.6188929080963135
71,98,68,8,14,59,41,73,2,0.32485008239746094
7,59,4,84,10,2,70,45,0,0.2578740119934082
25,68,10,57,15,93,13,8,0,0.6805784702301025
12,27,87,53,100,38,31,89,2,2.7126405239105225
15,94,3,39,80,91,56,44,1,2.949702262878418
80,61,56,70,70,51,80,7,1,0.10725855827331543
83,27,93,74,79,42,75,15,1,0.24966788291931152
92,59,85,94,72,9,29,0,0,2.4861717224121094
19,48,42,91,31,58,64,47,1,0.11772441864013672
73,77,74,23,50,5,7,68,0,2.3713114261627197
90,27,78,9,90,59,92,52,1,0.2570927143096924
8,56,2,57,36,4,42,27,0,0.03508281707763672
84,5,7,44,39,37,96,36,0,1.572026014328003
54,66,0,62,29,8,73,78,2,0.23239755630493164
16,73,96,55,75,60,18,26,2,2.277953624725342
50,71,42,95,5,35,40,45,1,1.0151267051696777
24,52,69,11,62,54,16,6,2,4.485716104507446
15,74,72,64,82,34,46,17,1,1.8598926067352295
6,69,58,33,3,37,73,27,1,0.7187447547912598
26,89,12,40,7,72,46,28,0,2.8383047580718994
88,81,74,25,24,55,54,22,2,0.4762907028198242
94,29,75,99,41,3,77,89,0,3.8131673336029053
21,90,54,33,70,15,53,39,2,0.46851420402526855
72,88,91,69,64,99,97,80,1,0.17846131324768066
71,30,28,41,18,86,71,90,2,3.223982572555542
72,98,94,3,95,7,96,84,2,0.23456668853759766
76,65,87,67,44,74,15,64,0,0.09886884689331055
22,18,68,91,42,91,15,8,2,0.09958338737487793
96,94,30,76,9,9,44,54,0,1.5636043548583984
18,89,13,97,2,20,51,34,0,0.07311677932739258
43,72,14,34,41,63,61,24,1,0.06310725212097168
98,42,59,33,33,14,11,10,0,0.32045888900756836
94,10,55,27,5,84,44,73,1,0.9454050064086914
78,7,81,64,8,45,64,44,2,0.31392741203308105
77,27,60,72,80,79,75,26,2,0.009099245071411133
3,23,83,40,18,28,2,21,2,0.008000373840332031
29,71,61,30,36,74,25,63,1,0.12626123428344727
64,65,59,66,47,43,38,72,0,0.033113956451416016
72,17,38,32,58,64,12,6,0,0.8262350559234619
76,13,35,76,6,61,28,99,2,4.705413579940796
98,50,20,25,41,17,55,64,1,1.772806167602539
19,34,20,58,46,41,91,76,0,0.6290879249572754
92,100,39,86,89,34,47,42,1,1.2709507942199707
69,12,33,85,96,97,45,74,0,2.4642159938812256
10,30,31,29,55,73,12,48,2,0.32317399978637695
28,78,79,5,36,84,77,68,1,0.05376791954040527
89,8,26,14,46,73,37,44,2,1.5483973026275635
90,98,84,98,48,94,16,67,0,0.03669404983520508
61,88,35,30,80,41,12,87,0,0.44374871253967285
77,34,70,63,1,64,21,25,0,2.055513381958008
77,66,39,56,61,7,21,18,2,0.7134449481964111
58,49,97,84,61,46,14,13,1,0.02411055564880371
92,72,7,24,26,10,88,27,0,5.086764574050903
30,53,48,97,96,43,81,3,1,0.7369019985198975
22,42,58,34,50,67,64,89,1,0.8089182376861572
73,27,9,11,57,29,69,97,1,0.07558751106262207
86,62,80,23,81,23,37,64,0,0.6857013702392578
11,69,35,10,74,60,37,66,2,0.13090062141418457
13,57,94,78,8,34,78,89,1,0.14124631881713867
38,27,35,27,51,77,73,59,0,0.011155366897583008
63,90,79,90,31,25,19,88,0,0.09222912788391113
10,19,65,41,99,40,9,14,2,0.023436307907104492
65,90,68,52,95,34,86,43,0,0.6359519958496094
42,43,76,51,37,43,72,72,1,0.023023366928100586
47,65,51,3,79,100,26,80,2,0.15605449676513672
60,88,49,20,69,78,49,0,1,0.06726431846618652
98,64,56,98,3,24,20,11,2,2.918635368347168
80,91,5,86,18,47,28,60,2,1.1919617652893066
39,23,70,39,100,63,36,78,2,1.374389410018921
79,33,67,87,8,36,13,96,2,1.6892480850219727
85,64,68,37,21,58,66,87,1,1.0076675415039062
21,48,88,34,71,63,11,13,2,2.0113515853881836
100,9,97,42,65,88,62,27,0,1.1871342658996582
5,17,100,45,79,63,71,4,1,1.8761029243469238
46,100,63,38,16,39,65,4,0,1.3591578006744385
99,64,41,12,35,76,82,80,1,1.3100240230560303
16,80,80,0,32,4,33,67,2,0.11087679862976074
93,10,61,67,18,56,92,1,2,0.041097164154052734
58,81,78,41,16,54,60,68,2,0.05900001525878906
41,16,69,13,35,70,32,6,2,0.08092451095581055
18,66,7,17,68,95,85,69,1,1.0986721515655518
59,44,23,4,0,37,69,50,2,0.05948233604431152
22,78,88,34,100,4,35,31,2,2.008902072906494
45,13,28,91,85,65,0,37,0,1.8370931148529053
94,60,35,33,43,31,83,56,2,0.05115795135498047
97,29,69,56,0,17,44,72,2,1.6011126041412354
99,22,95,43,26,82,20,20,0,0.11192440986633301
34,22,88,97,64,16,60,77,1,1.235811471939087
87,42,70,27,39,20,18,34,0,0.10386514663696289
83,93,65,87,58,75,7,63,0,0.09371495246887207
10,97,36,31,27,82,65,86,1,0.11291360855102539
83,100,3,71,9,26,25,23,1,2.358046054840088
86,77,61,84,15,77,20,50,0,0.16670560836791992
79,77,40,97,90,21,62,77,2,0.10801959037780762
96,92,34,58,15,32,67,83,2,0.20470786094665527
85,37,52,1,88,81,30,85,1,1.1780683994293213
20,53,36,60,40,6,84,27,0,0.09142374992370605
4,76,79,56,91,24,62,19,0,2.683103084564209
48,93,50,81,80,49,8,63,0,0.053655147552490234
60,83,2,64,28,24,39,72,2,0.1147763729095459
45,89,82,63,87,38,20,6,1,3.0842719078063965
67,87,53,87,99,98,56,45,0,0.0757746696472168
14,56,79,34,95,71,11,74,2,0.09436631202697754
18,99,63,100,16,53,78,34,2,0.4343748092651367
78,17,53,32,8,52,85,22,2,0.04160571098327637
29,37,42,54,64,39,2,65,0,0.09981608390808105
78,70,33,28,97,39,45,13,1,0.5033373832702637
29,27,49,16,93,94,2,51,0,0.15497350692749023
58,20,97,33,26,7,53,60,2,0.3040149211883545
30,15,69,46,23,53,19,11,2,0.06004762649536133
46,78,1,5,79,86,43,49,2,1.0265560150146484
72,26,97,52,9,34,52,19,2,0.30097222328186035
44,24,86,41,22,13,51,100,1,0.16437435150146484
88,63,28,2,24,92,82,99,2,1.7233741283416748
49,3,3,23,5,36,27,83,1,1.7601375579833984
69,94,46,24,27,48,47,81,2,0.2024393081665039
52,6,45,81,90,3,23,62,1,5.8987815380096436
39,13,6,42,35,98,36,84,2,1.5669732093811035
98,49,54,99,84,85,65,66,0,0.22676753997802734
10,77,31,44,22,46,40,52,0,0.13636159896850586
0,79,27,34,24,90,73,14,0,1.9905288219451904
62,86,95,37,4,40,41,87,2,0.1157979965209961
48,83,1,23,11,41,7,40,1,0.2533855438232422
26,96,94,70,19,54,31,20,2,1.3401615619659424
35,45,6,33,89,27,24,28,2,0.09105253219604492
92,89,8,25,44,2,70,87,2,0.11046385765075684
64,66,31,45,15,85,33,9,0,0.5783178806304932
41,76,18,15,92,49,83,21,2,0.34357523918151855
17,10,57,68,38,96,7,92,2,0.9233558177947998
50,41,24,28,89,72,91,97,0,0.23320913314819336
75,71,50,71,2,3,86,34,0,0.6419546604156494
99,33,35,36,56,90,48,60,2,0.2782590389251709
91,21,99,42,63,93,53,68,0,0.5494399070739746
67,51,68,45,73,70,94,40,0,0.029210567474365234
38,100,87,5,87,27,61,43,2,1.9009935855865479
3,89,99,20,37,18,92,74,2,1.7755513191223145
58,23,57,59,21,28,44,85,2,0.28218960762023926
58,46,58,49,57,100,35,37,0,0.017107009887695312
29,47,56,85,62,95,77,23,1,0.9370567798614502
38,76,93,52,57,15,1,66,2,6.488466501235962
8,37,99,32,39,58,37,55,2,0.1415090560913086
42,51,36,28,1,82,17,71,0,0.3126368522644043
68,91,64,54,40,15,62,54,2,0.16001272201538086
91,22,96,46,53,42,58,0,1,0.5665051937103271
55,6,85,19,11,73,3,89,0,1.290062427520752
90,52,24,9,66,95,93,90,1,0.9728825092315674
72,17,17,15,8,64,31,56,2,0.7110819816589355
46,43,37,81,86,98,6,32,0,2.255999803543091
57,44,5,29,88,68,29,74,0,0.9853382110595703
60,63,75,68,11,69,92,59,0,0.07208037376403809
24,62,19,58,65,0,5,99,0,0.028589487075805664
100,46,39,82,28,73,100,27,2,0.10509729385375977
12,42,98,87,92,3,0,62,2,0.1363515853881836
32,75,37,3,38,19,97,24,0,0.32419347763061523
67,27,79,92,0,68,82,74,2,0.6791079044342041
46,85,21,72,55,6,79,100,0,0.6200754642486572
13,7,85,17,77,83,34,97,1,2.2949461936950684
16,77,6,48,60,1,79,94,0,0.42455434799194336
36,26,33,82,11,100,41,86,0,0.2571089267730713
81,8,60,46,1,36,79,43,0,0.8026485443115234
87,51,50,41,1,95,97,58,2,0.09884524345397949
97,26,34,15,53,3,94,11,2,0.08278870582580566
93,51,55,7,11,10,71,93,2,2.5035645961761475
36,35,10,55,4,93,27,92,2,0.7515249252319336
11,21,27,45,39,51,62,34,0,1.0314371585845947
77,56,40,59,67,81,59,26,1,0.5154769420623779
4,28,7,91,94,4,77,6,1,3.6817305088043213
41,85,73,48,71,57,87,31,1,0.18359041213989258
78,80,43,83,81,57,26,56,0,0.7219889163970947
87,10,60,28,21,94,54,47,0,0.1575016975402832
92,87,23,26,86,0,41,7,1,3.0723683834075928
20,32,80,7,80,4,59,29,2,0.5999999046325684
38,62,49,79,10,92,42,62,2,0.01531839370727539
90,55,74,69,65,37,16,71,0,0.2927205562591553
56,4,73,52,11,31,97,57,2,0.939586877822876
75,38,94,44,0,91,69,72,0,0.9190466403961182
4,4,74,34,5,93,28,21,2,0.15216064453125
4,85,2,44,30,64,14,23,0,0.4592325687408447
48,58,53,92,61,38,63,43,2,0.0863499641418457
86,20,8,28,93,27,13,6,1,0.04633617401123047
89,77,3,23,99,88,53,25,1,0.07941842079162598
3,22,69,0,72,21,69,42,1,0.32444000244140625
51,74,35,40,71,76,62,26,0,0.9252703189849854
40,0,11,29,18,7,15,28,1,0.34992432594299316
86,93,50,62,95,91,50,50,1,0.04413747787475586
16,80,82,54,7,52,95,90,1,3.7073352336883545
32,63,26,50,65,95,14,65,0,0.1556096076965332
42,13,5,61,78,92,37,69,2,1.1837174892425537
8,44,53,29,81,68,54,35,2,0.20078396797180176
55,23,87,61,11,31,33,76,2,2.4286906719207764
100,35,4,35,74,84,29,28,1,2.0432393550872803
56,63,4,19,97,52,75,56,2,0.09414410591125488
19,21,81,67,10,92,43,98,2,0.40399765968322754
89,23,89,60,59,5,96,94,2,0.5971705913543701
25,46,76,69,7,59,44,12,1,0.14908552169799805
26,82,47,27,67,29,39,10,0,0.2804121971130371
8,72,81,9,14,19,89,53,1,0.8378908634185791
53,7,70,10,57,65,27,96,0,0.0861055850982666
55,11,65,81,60,63,2,48,2,1.8965678215026855
50,29,81,37,3,22,87,3,2,0.638230562210083
26,6,52,46,60,31,86,36,1,0.914928674697876
51,78,61,33,38,58,9,67,1,0.1712634563446045
72,38,77,55,15,9,94,57,0,0.13097190856933594
61,96,36,42,28,3,88,25,2,2.5024633407592773
43,64,90,5,70,23,73,41,1,0.5224850177764893
75,47,74,22,58,22,10,94,1,1.24269437789917
35,84,4,35,52,41,46,60,1,0.61496901512146
53,77,64,99,74,5,37,65,2,0.1489715576171875
83,34,28,82,72,70,55,2,0,0.5893688201904297
34,86,71,93,89,23,67,61,1,0.7013466358184814
48,92,14,89,62,68,54,92,2,0.028229236602783203
12,99,99,31,51,29,43,69,2,0.23301434516906738
94,3,84,75,48,84,64,40,0,0.7869091033935547
28,22,42,42,69,56,90,79,0,0.11616635322570801
37,47,44,12,84,73,80,52,1,0.401580810546875
43,47,65,29,61,14,100,4,0,0.6371774673461914
56,51,8,97,85,97,31,17,2,6.5650434494018555
22,38,28,74,16,56,86,55,0,0.26610779762268066
79,76,84,76,4,31,42,20,0,0.022105693817138672
75,4,79,81,66,10,41,43,1,0.047152042388916016
23,13,41,9,52,94,70,67,0,0.09096741676330566
1,20,89,28,43,37,53,58,1,0.2259843349456787
38,61,40,5,16,8,31,25,2,0.16338634490966797
99,16,35,69,67,79,73,84,2,0.8948826789855957
13,13,19,77,38,50,81,30,1,0.2618718147277832
38,82,40,83,13,92,18,29,0,0.005102872848510742
49,92,80,73,75,66,70,16,2,2.611731767654419
69,9,88,78,16,56,0,20,1,0.6125240325927734
67,86,30,42,99,100,39,44,1,0.8383080959320068
27,8,80,6,47,23,10,64,1,0.18633651733398438
8,14,41,100,26,41,89,95,1,0.2602384090423584
22,89,9,81,6,1,97,0,0,0.11438417434692383
11,25,48,45,35,89,52,43,0,0.29248762130737305
99,47,28,44,22,7,57,69,0,1.0543274879455566
55,35,5,95,84,70,2,77,0,1.41941499710083
25,10,81,72,31,42,55,36,0,0.4095494747161865
84,18,96,26,19,88,21,18,0,0.07176542282104492
30,48,42,86,0,3,1,8,2,0.38002586364746094
53,20,0,4,46,35,74,84,1,0.07972526550292969
62,89,77,71,72,30,50,35,2,1.3308827877044678
47,55,64,41,21,19,83,42,0,0.09909582138061523
87,75,0,98,35,47,98,68,2,0.06385540962219238
56,78,38,56,86,52,91,95,2,1.021465539932251
55,98,61,86,69,6,6,41,0,0.06326842308044434
58,68,84,15,34,5,98,36,2,3.3666703701019287
26,79,83,44,21,26,14,63,2,0.10031604766845703
93,4,98,8,16,73,46,41,0,0.029433250427246094
16,37,78,40,11,13,18,5,2,0.49980998039245605
67,10,76,33,90,90,71,94,0,0.11976504325866699
90,54,80,47,55,81,75,54,2,0.15216517448425293
46,64,74,48,26,22,94,65,0,0.16909098625183105
37,11,1,98,41,48,17,9,1,1.1835968494415283
47,28,81,5,64,49,15,68,1,0.1455070972442627
99,29,17,1,83,25,58,25,1,0.0750129222869873
10,86,97,38,35,21,30,55,2,0.19171977043151855
66,0,99,69,71,35,84,24,1,2.1144938468933105
97,36,64,46,15,67,94,69,1,0.9175851345062256
85,33,91,72,42,87,33,92,0,1.6263091564178467
83,68,91,21,89,23,49,75,0,5.174262523651123
9,9,47,26,27,15,84,1,1,0.080963134765625
78,100,97,44,22,20,62,83,2,0.11622810363769531
3,65,53,90,91,99,4,31,2,3.7274069786071777
18,51,73,15,5,17,89,63,1,7.370435953140259
63,66,19,49,82,7,10,16,0,0.7494628429412842
2,63,54,37,97,60,34,75,2,1.2144787311553955
67,67,10,20,57,88,2,45,1,0.31153345108032227
94,5,93,37,76,29,22,70,1,0.8874201774597168
12,65,0,90,35,22,8,6,0,0.27056312561035156
49,95,97,10,56,88,57,50,1,0.042150020599365234
46,67,85,34,73,69,42,17,1,0.3710005283355713
72,47,71,52,55,98,18,23,0,0.020980119705200195
25,9,38,69,1,74,3,81,2,1.759629487991333
67,62,29,71,3,60,26,10,1,1.5086514949798584
67,35,18,50,72,39,72,2,1,0.02899956703186035
44,98,95,79,79,12,71,15,0,1.2734277248382568
74,20,75,73,88,71,16,86,0,1.3708572387695312
64,34,4,56,96,61,5,37,2,1.038370132446289
89,49,17,76,30,97,72,26,0,0.7004401683807373
16,13,84,36,25,6,23,24,1,0.13558554649353027
56,59,16,21,50,87,49,19,1,0.8522236347198486
43,52,26,14,24,23,29,94,1,0.17821788787841797
0,26,71,83,98,91,1,20,2,0.02723550796508789
69,42,93,47,54,28,2,29,1,0.14909648895263672
79,10,5,59,25,55,24,3,1,0.8861544132232666
24,11,29,9,74,83,26,6,0,0.060234785079956055
100,26,62,5,13,74,80,81,2,7.384164333343506
81,85,70,23,65,87,88,55,0,0.7543165683746338
39,92,55,43,87,6,75,34,0,3.1764495372772217
100,12,58,9,89,76,65,74,0,0.6228611469268799
32,93,87,52,48,26,74,83,0,2.199144124984741
35,88,64,100,39,25,5,71,2,0.7516317367553711
65,34,22,18,40,21,81,1,0,0.1879115104675293
59,60,47,37,67,94,78,1,0,0.177384614944458
11,80,18,58,76,82,60,16,0,0.11603856086730957
75,92,82,0,25,3,5,34,1,0.5489413738250732
99,38,36,11,16,80,96,41,2,0.017215251922607422
23,12,48,3,22,37,99,92,1,1.6742312908172607
68,94,30,87,46,24,79,21,1,1.2741780281066895
80,60,73,86,74,43,61,90,1,0.2018129825592041
84,69,80,96,10,95,47,53,1,7.71699857711792
9,21,16,95,97,93,80,87,1,1.1480472087860107
37,17,79,89,71,39,56,84,0,0.7597999572753906
40,1,92,28,91,96,91,68,0,2.516465902328491
27,85,68,72,63,23,39,75,2,0.06897234916687012
98,96,27,17,39,90,79,79,2,0.12955021858215332
51,71,30,38,43,64,9,24,1,0.05116987228393555
46,26,38,94,74,25,89,21,1,0.1395258903503418
28,24,3,69,51,39,16,41,1,0.7042615413665771
26,15,98,31,10,76,34,80,2,0.4024679660797119
49,83,16,67,11,60,39,85,2,0.06710624694824219
48,4,21,66,43,8,51,29,1,0.04071760177612305
17,51,28,53,13,67,83,35,1,0.7089519500732422
53,92,50,57,52,39,18,69,2,2.396224021911621
100,63,55,95,52,18,39,12,2,1.2316417694091797
85,38,92,71,24,35,55,47,1,0.3008244037628174
34,78,11,68,24,2,22,30,0,0.7932188510894775
79,21,15,79,6,17,35,81,2,1.6980164051055908
14,35,38,59,32,82,0,55,1,0.6979231834411621
97,19,87,11,72,29,40,52,0,0.20351457595825195
63,34,0,28,1,71,99,7,2,0.672837495803833
90,62,72,6,98,50,98,42,1,0.05559086799621582
1,87,44,80,46,61,20,31,1,1.4797885417938232
60,5,59,97,61,24,41,94,1,0.09375452995300293
36,3,86,70,56,76,56,35,2,0.1939537525177002
84,65,98,45,66,43,84,9,0,1.5084660053253174
