Point Mass X,Point Mass Y,Fixed Point 1 X,Fixed Point 1 Y,Fixed Point 2 X,Fixed Point 2 Y,Fixed Point 3 X,Fixed Point 3 Y,Convergence Point,Convergence Time
59,29,32,94,65,54,49,11,2,0.19834184646606445
97,91,26,85,13,70,59,98,2,0.736055850982666
78,67,44,37,100,69,69,55,0,0.2673509120941162
81,79,72,89,43,29,13,49,0,0.06659913063049316
86,39,57,78,54,1,36,94,2,0.394711971282959
90,15,29,93,23,60,81,96,1,1.9616808891296387
60,50,42,41,21,92,21,15,0,0.0957953929901123
65,74,10,15,93,8,71,71,2,0.0299227237701416
68,40,94,8,91,71,25,92,1,5.854658126831055
52,72,22,77,34,25,71,47,1,0.2856004238128662
93,13,0,30,63,25,48,32,1,0.1522996425628662
40,3,7,11,95,53,10,15,2,0.14660382270812988
89,41,57,49,18,2,31,90,0,0.17447233200073242
62,47,89,45,94,43,26,34,0,0.1401653289794922
54,34,48,15,73,70,57,92,0,0.1406702995300293
4,74,68,18,69,41,74,27,0,1.0215649604797363
19,67,28,3,28,42,12,89,2,0.44982123374938965
49,85,19,56,70,79,86,26,1,0.2963390350341797
25,30,88,32,78,37,99,6,0,1.936389446258545
87,37,3,24,80,85,41,69,0,2.605483293533325
59,19,49,15,71,98,28,54,0,0.05155539512634277
94,96,20,10,65,12,6,93,0,5.657309055328369
91,19,93,94,57,52,69,72,0,0.6443235874176025
2,70,84,32,45,99,34,93,2,0.6110293865203857
19,27,40,4,9,46,74,3,1,0.19016456604003906
12,68,31,14,90,36,26,19,0,0.29213714599609375
55,5,77,10,89,62,69,89,0,0.11961817741394043
27,83,37,86,56,73,54,19,0,0.046024322509765625
16,12,95,89,12,32,100,44,1,0.11529827117919922
44,41,71,24,25,2,81,47,0,0.15801167488098145
76,9,33,28,31,100,12,29,0,0.2541775703430176
40,3,44,7,24,37,21,81,0,0.02476334571838379
38,57,17,16,16,0,48,40,2,0.4874427318572998
70,55,36,92,10,71,10,75,2,1.8729279041290283
95,29,25,56,98,99,35,65,1,2.5028555393218994
44,38,16,43,52,42,27,57,1,0.05175423622131348
83,12,81,5,11,64,19,29,0,0.03300046920776367
77,45,70,3,66,59,9,16,1,0.23685288429260254
30,69,31,22,50,12,78,91,1,0.31156325340270996
72,82,98,82,33,47,15,63,0,0.5362231731414795
84,42,93,97,18,92,90,14,2,0.20174121856689453
76,97,38,20,52,71,52,24,1,0.1961688995361328
44,75,77,98,18,47,51,87,2,0.06858396530151367
49,65,42,71,45,61,44,34,1,0.02685689926147461
45,36,53,36,100,98,18,13,0,0.037947893142700195
99,13,78,94,0,94,79,93,0,1.0792112350463867
87,86,81,97,19,20,71,64,0,0.15806102752685547
85,46,77,67,97,53,8,97,0,0.25487446784973145
71,96,61,4,59,77,18,2,1,0.11515069007873535
23,87,77,1,30,84,29,80,1,0.027211427688598633
81,7,4,70,68,75,76,84,1,0.9055006504058838
67,48,51,22,46,28,7,20,1,0.49933862686157227
31,67,48,61,44,10,65,98,0,0.08634161949157715
0,10,63,47,42,63,57,21,1,0.7463290691375732
20,38,15,12,17,45,52,42,1,0.03817629814147949
57,26,60,10,29,86,78,31,2,0.5470609664916992
47,31,46,32,51,63,64,11,0,0.0
94,68,64,95,86,3,33,36,1,2.0010275840759277
39,43,90,3,79,41,58,3,0,1.615657091140747
20,27,14,60,30,36,26,64,0,0.8129582405090332
54,48,51,20,91,28,25,85,0,1.3030190467834473
33,47,24,44,41,58,5,26,0,0.05569124221801758
84,30,10,84,14,90,60,3,2,6.194106578826904
95,2,16,93,7,85,5,73,1,0.6762821674346924
8,98,53,53,89,83,14,61,0,2.641850709915161
10,13,51,36,33,6,47,16,0,0.31877779960632324
28,42,74,51,13,93,58,10,0,1.4255788326263428
38,86,52,89,25,91,93,63,0,0.1820681095123291
22,41,25,68,20,87,30,82,0,0.12764716148376465
82,80,27,60,25,97,98,70,2,0.14465570449829102
68,13,70,73,54,38,31,30,1,0.5393006801605225
28,65,93,4,18,98,15,100,1,0.16545748710632324
97,61,33,44,71,55,20,97,1,0.1437835693359375
15,76,91,14,92,60,11,61,2,0.0827944278717041
93,9,10,86,29,79,25,95,1,0.5777587890625
77,66,32,86,8,42,46,70,2,0.1454482078552246
43,97,41,91,12,69,96,29,0,0.02712392807006836
32,19,4,42,62,24,35,10,2,0.051094770431518555
84,52,69,74,55,1,9,65,0,0.37723493576049805
78,5,73,72,45,33,11,95,2,1.0525972843170166
3,38,49,25,75,38,26,20,1,0.6423912048339844
21,39,27,47,74,21,86,73,0,0.04516410827636719
55,100,74,23,87,36,83,92,2,1.2196638584136963
8,1,86,38,5,3,37,2,1,0.015184402465820312
72,88,30,71,22,52,15,65,0,0.21369314193725586
13,37,38,97,50,83,10,59,0,1.4688389301300049
46,100,53,23,93,0,3,17,1,1.8857107162475586
89,64,96,44,36,38,87,37,2,0.2686741352081299
61,50,91,30,43,16,7,78,0,1.4641590118408203
3,92,0,27,93,92,67,39,0,3.191970109939575
49,14,3,62,58,49,39,11,2,0.05181694030761719
62,72,25,15,51,7,52,16,1,0.695796012878418
1,62,8,84,54,85,39,18,0,0.31769657135009766
85,84,5,10,14,45,57,2,0,0.5241882801055908
20,78,68,94,56,32,90,29,1,0.7191579341888428
94,90,45,22,86,68,72,94,1,1.0330231189727783
88,0,33,60,63,92,59,85,2,2.2709007263183594
42,73,62,96,56,13,39,6,0,3.347278118133545
2,83,96,25,96,18,4,77,2,0.05251002311706543
39,25,63,17,72,37,8,28,0,0.31700921058654785
85,18,68,87,59,39,44,50,1,0.15891408920288086
81,98,24,59,89,100,9,64,1,0.039394378662109375
15,60,19,12,22,69,3,91,1,0.05780291557312012
100,92,81,28,75,35,0,14,1,0.32929158210754395
10,63,80,9,3,47,13,12,1,0.08478522300720215
5,91,29,15,24,31,73,100,1,2.3749237060546875
46,78,71,86,87,31,45,29,1,0.5784425735473633
18,96,92,100,72,47,53,77,2,0.2029421329498291
17,15,39,10,75,6,40,17,1,0.17396998405456543
66,47,6,55,4,29,44,7,0,0.619879961013794
1,37,82,6,71,20,20,19,2,0.13291382789611816
71,38,11,63,1,91,76,62,2,0.34664106369018555
17,56,79,19,35,38,29,93,1,0.387556791305542
93,96,95,51,64,29,15,23,1,0.7297539710998535
23,24,100,47,36,76,42,61,2,0.20076775550842285
97,95,81,47,14,29,57,73,1,1.0439670085906982
62,9,70,59,0,0,64,14,2,0.024071455001831055
17,33,14,49,36,36,3,40,0,0.07298469543457031
36,59,27,80,64,30,77,27,0,0.46109700202941895
2,85,16,77,25,33,38,29,0,0.07483911514282227
70,88,77,15,11,11,93,69,2,0.4556565284729004
94,100,41,29,96,48,75,76,2,0.7378666400909424
34,96,22,66,25,73,100,99,1,0.11055421829223633
40,25,16,72,58,26,54,42,2,0.39778971672058105
54,30,49,67,58,37,33,56,1,0.03545975685119629
15,74,99,60,8,12,94,31,2,2.2081356048583984
98,51,54,71,14,98,19,27,1,1.5779991149902344
49,30,17,42,76,78,50,83,2,1.2973265647888184
100,68,64,98,5,23,36,40,1,2.5035760402679443
65,93,78,92,7,98,60,63,0,0.07870984077453613
65,7,18,7,7,37,18,55,2,0.6518330574035645
36,62,32,50,2,85,87,1,0,0.06175661087036133
39,70,22,37,84,30,91,70,2,1.2322735786437988
24,6,7,44,11,87,56,63,1,3.501248359680176
64,3,45,13,84,85,34,59,0,0.11028742790222168
81,60,15,92,92,87,99,40,2,1.0896213054656982
96,89,59,44,77,25,18,92,0,0.3137373924255371
84,41,92,61,29,99,60,85,0,0.5211515426635742
70,12,75,43,89,85,61,14,2,0.04320645332336426
2,16,34,25,11,85,85,93,0,1.1086361408233643
39,38,24,98,38,73,70,84,2,0.592778205871582
55,68,35,36,35,9,93,36,1,1.8459663391113281
83,91,99,9,59,54,41,4,0,1.1326549053192139
84,39,83,28,100,90,42,3,0,0.054544687271118164
83,69,55,54,56,86,25,32,1,0.7150440216064453
78,2,82,75,63,69,47,44,0,1.574125051498413
7,68,11,7,43,40,60,76,1,0.23881196975708008
39,84,31,69,73,29,14,47,0,0.07756233215332031
36,13,3,86,26,65,15,11,2,0.2971508502960205
1,40,82,24,90,98,67,15,0,1.480921745300293
85,83,36,94,45,33,56,17,2,1.4732933044433594
54,43,89,31,63,98,82,15,0,0.9387357234954834
26,98,96,89,97,53,61,42,0,2.0762171745300293
26,68,55,93,65,54,48,81,2,0.11278033256530762
54,41,89,89,68,39,87,1,1,0.0667734146118164
15,34,51,1,62,26,6,14,0,0.441070556640625
39,65,34,40,8,23,100,78,0,0.13515639305114746
67,46,50,5,76,74,32,94,2,0.5739350318908691
49,93,93,30,20,31,50,51,2,0.22000908851623535
60,52,48,38,5,70,3,67,0,0.26264286041259766
14,24,68,48,51,79,65,24,0,1.318150281906128
95,84,82,47,19,20,8,18,1,1.1652541160583496
92,29,73,38,18,87,73,35,2,0.07476186752319336
4,71,76,45,97,18,23,62,2,0.10268664360046387
78,53,87,42,3,85,18,8,0,0.07754659652709961
80,85,97,62,78,38,28,32,1,1.3152928352355957
65,70,95,28,80,1,58,45,1,1.385542631149292
4,82,56,94,68,12,51,40,1,0.7483158111572266
9,83,52,82,79,27,75,78,1,0.6031107902526855
64,35,2,57,54,6,64,35,2,0.0
62,0,51,89,8,65,62,15,2,0.07111811637878418
33,77,25,34,26,7,72,31,0,0.6664314270019531
55,19,91,88,90,42,46,33,2,0.22499537467956543
34,43,33,25,62,8,83,79,0,0.42740607261657715
14,9,89,31,71,86,6,99,1,2.3758950233459473
57,47,33,43,40,11,75,76,0,0.1414506435394287
26,11,60,24,1,70,10,34,1,0.40920090675354004
63,82,79,12,18,20,10,68,1,1.3023481369018555
20,91,89,12,61,61,1,13,0,0.7889738082885742
52,25,74,99,6,77,70,74,0,1.840494155883789
19,80,67,27,8,43,0,23,2,0.9150047302246094
5,50,87,0,33,91,91,17,1,7.206410646438599
16,7,43,66,75,58,35,61,0,0.3501594066619873
49,65,24,63,64,23,64,97,0,0.17380857467651367
14,10,50,25,6,40,72,71,1,0.4492967128753662
100,62,96,98,15,20,48,19,0,3.618382692337036
57,38,17,9,36,43,5,2,1,0.7722835540771484
92,84,35,74,9,48,48,75,2,0.22056913375854492
94,46,14,40,78,64,98,90,1,0.11861562728881836
25,65,49,91,76,27,64,48,1,0.7011022567749023
13,3,77,47,19,1,23,48,1,0.02904200553894043
67,88,52,32,5,72,87,22,0,2.8835055828094482
2,12,32,11,88,100,35,79,0,0.4649655818939209
5,30,32,55,74,24,20,76,0,0.1798381805419922
88,17,17,67,77,94,55,11,2,0.4878091812133789
2,1,1,91,44,77,16,65,2,0.3525543212890625
34,33,30,7,70,18,55,2,2,0.7251172065734863
100,11,87,59,73,21,87,10,2,0.05689883232116699
87,96,99,75,67,91,74,77,2,0.09045076370239258
11,42,100,14,65,28,80,37,1,2.1135361194610596
32,32,88,63,34,74,73,17,0,0.3241119384765625
40,60,20,91,40,12,27,37,2,0.14969611167907715
54,15,18,19,25,34,46,59,1,0.15151047706604004
5,39,63,100,23,15,6,33,2,0.025000572204589844
100,36,18,55,62,15,18,73,1,1.9385569095611572
63,35,12,70,5,24,72,4,2,6.085787534713745
31,59,94,67,54,61,41,89,1,0.6374547481536865
17,35,60,20,35,17,84,92,0,0.36322975158691406
38,51,5,49,80,60,44,78,2,0.16750168800354004
8,91,93,36,21,24,15,6,1,2.2871615886688232
23,77,41,84,15,89,25,73,2,0.02619004249572754
66,67,47,43,100,57,27,0,0,0.5098838806152344
58,48,22,96,42,30,100,53,1,0.15536212921142578
99,54,36,77,16,76,35,18,0,0.8581795692443848
66,62,63,77,15,82,18,20,0,0.07657384872436523
44,26,18,28,82,31,49,70,0,5.405667781829834
98,69,65,12,50,15,9,78,1,0.3826563358306885
72,43,42,50,86,58,95,84,2,0.2861497402191162
95,24,5,13,7,73,81,75,1,2.4589831829071045
54,30,89,7,5,8,35,59,2,0.7173898220062256
72,54,35,90,2,24,48,45,2,1.0486207008361816
69,87,49,41,79,68,28,66,1,0.2987997531890869
33,16,86,89,75,32,98,24,1,0.23009800910949707
61,16,17,54,30,41,66,42,2,1.027442216873169
31,32,34,21,77,16,24,32,2,0.07935261726379395
70,10,81,32,85,68,54,100,0,0.1192781925201416
48,70,18,68,22,75,54,91,0,0.6871185302734375
27,79,43,37,15,70,6,78,1,0.06255197525024414
36,85,92,88,41,12,25,74,2,0.07884597778320312
46,42,79,4,55,94,58,42,2,0.05653572082519531
49,6,77,14,24,88,24,8,2,0.5418517589569092
66,36,13,81,37,24,61,10,2,1.313359260559082
18,98,15,22,42,75,53,0,0,1.764021396636963
38,83,88,72,26,52,31,75,2,0.04697084426879883
25,24,54,58,23,21,70,79,1,0.015983104705810547
39,81,64,91,96,80,36,35,1,0.6841001510620117
100,92,81,14,38,82,67,30,2,1.9174580574035645
44,26,73,54,47,1,19,10,2,0.8466925621032715
9,46,91,30,45,91,61,56,2,0.727832555770874
63,65,78,69,96,6,66,92,0,0.20073533058166504
82,71,95,7,87,50,88,16,1,0.10165023803710938
38,15,42,26,92,51,52,6,2,0.4262712001800537
4,47,75,94,59,49,69,44,1,0.2753324508666992
4,15,67,55,56,85,56,42,0,1.5965523719787598
44,99,26,85,82,47,6,80,0,0.10794520378112793
57,56,78,8,26,19,55,70,2,0.07889962196350098
26,42,86,23,39,71,73,23,0,0.6419403553009033
21,47,75,25,25,52,10,5,1,0.03152012825012207
33,92,13,37,7,40,0,48,1,0.25568437576293945
36,67,94,88,6,2,36,54,2,0.0630183219909668
24,63,55,57,85,62,28,69,2,0.03102397918701172
81,67,74,86,18,90,5,12,0,0.10707616806030273
50,59,88,63,62,6,69,97,2,1.869905710220337
0,91,78,27,68,62,13,50,2,1.4914119243621826
72,27,22,68,19,1,72,39,2,0.057291507720947266
65,8,27,43,17,23,48,23,2,0.1007235050201416
38,54,88,91,20,54,75,66,1,0.11942863464355469
40,86,33,8,81,30,66,47,1,0.28586792945861816
2,74,25,52,72,74,80,32,2,0.4851367473602295
37,60,30,92,82,67,72,18,0,0.45671629905700684
42,100,42,92,97,64,89,83,0,0.03602409362792969
79,27,30,10,8,42,98,21,2,0.12068724632263184
68,70,16,20,9,27,14,54,2,1.094496250152588
32,97,1,93,23,68,6,97,2,0.27587223052978516
19,28,66,89,47,20,36,49,2,1.0161561965942383
73,82,97,69,33,78,63,28,0,1.1152434349060059
29,63,22,2,7,90,31,6,1,3.3647944927215576
18,50,99,58,26,16,92,6,1,0.6054599285125732
82,37,34,85,63,47,45,39,1,0.11115074157714844
22,43,45,38,93,28,85,96,0,0.12152552604675293
7,9,5,30,59,77,14,74,0,0.10558247566223145
60,14,32,15,0,68,28,36,0,0.6452596187591553
29,1,91,79,67,69,63,4,2,1.123044490814209
54,22,60,39,10,59,13,63,0,0.2553374767303467
10,54,93,32,96,95,8,97,2,1.6744730472564697
2,16,75,83,54,21,48,66,0,0.7872738838195801
78,67,32,50,3,68,16,12,0,0.25873517990112305
34,38,49,21,1,62,69,67,0,0.907829761505127
43,1,29,22,65,28,44,92,0,0.3619723320007324
15,96,4,81,4,94,43,84,0,0.9767153263092041
60,48,55,99,84,29,85,98,1,6.347459316253662
77,74,56,0,74,46,85,48,0,0.3299682140350342
15,46,40,36,83,92,40,52,2,0.39055299758911133
7,19,3,99,89,65,41,97,2,1.6573164463043213
1,67,2,61,9,64,36,11,1,0.19817686080932617
50,89,34,77,49,13,39,65,0,0.7604541778564453
79,86,36,1,83,92,28,32,1,0.03316020965576172
85,15,97,95,72,53,21,63,1,0.22213029861450195
30,75,17,43,12,45,41,92,2,0.20293450355529785
38,78,23,52,77,98,63,39,0,0.40410399436950684
7,39,39,47,89,23,10,99,1,0.3627049922943115
7,85,30,83,52,9,63,13,0,0.1197059154510498
8,94,61,36,65,50,60,7,0,0.9535574913024902
45,58,92,91,89,29,68,83,2,0.5152428150177002
11,49,63,38,38,96,47,87,2,1.6855857372283936
44,7,86,7,95,74,80,38,1,0.535057783126831
27,28,89,32,54,84,80,34,2,1.6301846504211426
4,94,28,10,14,89,9,91,2,0.02048945426940918
0,64,60,27,41,34,85,5,1,0.2690560817718506
13,36,55,89,12,70,5,47,2,0.06159663200378418
85,81,84,86,89,71,26,10,0,0.030000686645507812
14,34,46,1,53,83,76,97,1,1.480177640914917
37,75,33,45,4,39,66,49,2,1.3102760314941406
86,10,95,53,14,5,6,100,0,1.3908038139343262
33,17,2,24,24,31,21,58,1,0.07561898231506348
15,54,28,62,83,26,28,43,0,0.344531774520874
31,39,42,18,19,74,64,73,0,0.5003030300140381
24,79,91,12,15,73,39,38,1,0.05131268501281738
22,44,18,26,63,13,5,59,0,1.6469001770019531
45,35,91,86,64,41,9,33,1,0.11771249771118164
10,96,8,71,3,23,79,68,0,0.15021777153015137
60,21,92,28,94,12,70,45,0,0.694014310836792
13,99,96,92,59,76,40,5,1,0.33294034004211426
99,27,31,100,24,35,32,80,0,2.5531809329986572
85,99,1,98,39,97,51,78,1,0.5979118347167969
96,80,85,43,65,20,51,29,0,0.6313481330871582
93,12,13,99,60,73,57,61,2,0.3214423656463623
6,52,33,43,3,94,79,26,0,1.1040008068084717
56,100,83,98,66,69,53,76,1,0.1261458396911621
85,64,47,53,0,77,90,54,2,0.05601215362548828
53,26,82,4,55,99,27,88,0,2.416560649871826
63,12,89,21,93,87,32,87,0,0.40497565269470215
62,21,68,13,58,2,13,20,0,0.43384790420532227
31,75,88,24,21,66,65,13,1,0.06705021858215332
98,98,14,19,25,61,60,12,1,2.518674612045288
62,86,64,17,87,37,71,63,2,0.12427997589111328
57,31,70,20,73,31,7,32,0,2.144551992416382
74,2,27,24,100,44,3,65,2,0.5469508171081543
38,15,93,56,51,4,98,58,1,0.08755683898925781
1,52,90,81,55,7,25,78,2,0.5452139377593994
98,89,67,87,84,30,56,50,2,1.0892484188079834
40,90,51,45,7,14,4,9,2,1.554276943206787
74,91,76,22,66,1,71,22,2,0.345477819442749
95,22,17,78,50,40,92,11,2,0.05655670166015625
46,53,65,75,75,58,59,71,0,0.09509778022766113
75,64,30,79,21,20,77,13,0,1.3720312118530273
58,33,28,17,61,78,1,80,2,0.8497645854949951
9,63,12,50,31,80,68,78,1,0.47587060928344727
54,36,74,19,50,82,56,63,1,0.7995843887329102
4,18,34,52,16,56,95,20,0,0.8337960243225098
62,32,46,34,13,47,26,67,0,0.07188034057617188
77,25,97,83,4,100,88,16,2,0.07156229019165039
43,28,20,85,53,35,98,1,1,0.057839393615722656
2,22,96,76,58,41,22,84,2,1.7110331058502197
39,0,87,69,77,82,15,3,2,0.14209318161010742
77,81,56,28,46,67,7,55,1,0.621088981628418
83,28,55,94,42,47,31,74,2,4.528327226638794
51,31,82,30,58,47,34,54,1,0.07891845703125
26,71,85,82,50,59,74,32,1,0.1321699619293213
66,20,59,69,32,90,38,99,0,1.0882201194763184
39,0,87,32,3,32,87,89,1,5.309845924377441
85,57,57,1,46,90,29,71,2,0.6245710849761963
73,45,62,66,15,11,63,4,0,0.5090229511260986
10,36,61,29,95,100,18,77,2,2.0558395385742188
64,15,98,22,40,64,19,47,0,7.382361173629761
45,35,92,92,11,95,60,79,2,1.9589686393737793
86,10,63,57,78,9,4,12,1,0.03635144233703613
1,87,50,51,70,28,38,55,2,0.24375462532043457
5,91,5,37,2,99,80,47,1,0.04043912887573242
4,26,35,20,9,72,30,34,2,0.11724400520324707
15,19,13,94,80,53,17,79,2,0.7686116695404053
64,12,78,72,45,59,18,18,1,1.5744214057922363
6,94,34,78,98,71,37,74,0,0.13773608207702637
39,17,90,4,93,78,59,88,1,1.333526611328125
81,66,22,25,29,37,0,58,0,0.774057149887085
38,31,76,7,6,17,43,37,2,0.03678631782531738
90,31,3,60,70,80,79,50,2,0.10382795333862305
20,1,79,4,74,64,20,56,2,1.797360897064209
44,61,99,37,58,1,24,64,2,0.11939287185668945
8,80,31,69,56,32,69,44,0,0.12873196601867676
35,1,65,70,62,39,67,25,2,0.6121375560760498
6,26,56,47,19,48,58,36,2,0.5106523036956787
47,88,98,43,40,27,57,49,2,0.19925212860107422
50,17,26,26,59,73,37,87,0,0.4107389450073242
23,40,35,92,61,43,32,48,2,0.05966520309448242
95,12,100,78,52,5,22,22,1,3.129638433456421
88,74,71,49,24,33,64,100,0,7.79413366317749
20,44,90,83,98,15,23,62,2,0.09352254867553711
31,65,57,16,25,88,4,50,1,5.994744300842285
53,12,45,17,54,37,62,44,0,0.22931718826293945
88,80,44,50,70,85,64,24,1,0.2826385498046875
11,15,17,59,84,3,8,27,2,0.05867457389831543
3,7,10,76,13,8,40,93,1,0.04702425003051758
78,24,12,92,98,42,61,80,1,0.37658238410949707
43,15,61,85,53,48,9,25,1,1.396770715713501
76,32,87,50,76,92,15,45,0,0.5268032550811768
26,16,7,9,87,10,76,67,0,0.12056183815002441
83,70,70,48,10,44,20,2,0,0.1361393928527832
34,36,97,30,31,30,86,26,1,0.03158426284790039
14,55,44,16,8,0,67,98,1,0.7178034782409668
6,88,62,81,11,1,67,59,1,2.4307384490966797
44,61,41,4,4,79,3,12,2,1.753974199295044
24,91,48,94,21,63,49,75,2,0.11944437026977539
53,47,7,80,34,14,62,7,1,0.9810695648193359
99,43,16,91,38,44,73,10,2,0.6013088226318359
72,1,46,59,14,12,17,7,0,2.2926149368286133
34,20,34,55,59,68,16,78,0,0.16684246063232422
66,95,32,51,72,59,87,57,1,0.17037677764892578
13,23,91,32,31,1,32,38,2,0.37076544761657715
1,32,91,32,3,52,42,71,1,0.10131502151489258
0,72,82,72,45,26,57,77,0,0.3600282669067383
15,44,51,20,83,81,13,34,2,0.0503993034362793
55,8,66,59,92,17,100,4,1,0.1826643943786621
30,4,5,66,99,20,87,24,1,1.795668125152588
69,61,37,3,39,90,92,65,2,0.16061639785766602
82,34,16,42,31,19,59,55,2,1.1024997234344482
40,5,56,75,21,50,92,90,0,1.6886436939239502
39,28,20,42,78,35,44,70,0,1.16241455078125
17,43,55,67,6,54,64,95,1,0.08390688896179199
36,28,21,84,84,63,14,43,2,0.3917548656463623
59,33,83,68,12,92,100,16,0,0.9825749397277832
99,19,44,13,28,11,65,26,2,0.930060863494873
23,78,95,42,51,25,87,39,2,3.5255706310272217
69,36,81,31,4,68,98,12,0,0.058998823165893555
34,31,36,2,56,22,49,46,2,0.36986756324768066
16,40,30,82,50,63,57,69,1,0.46846652030944824
37,61,10,30,33,89,79,51,1,0.21822690963745117
96,76,96,11,52,22,84,100,2,0.5838675498962402
98,38,49,97,96,64,56,50,1,0.3906068801879883
83,43,49,46,27,91,8,84,2,0.5394608974456787
33,80,37,39,76,69,53,38,2,0.1971886157989502
61,99,54,93,1,19,44,13,0,0.04623866081237793
37,56,82,1,19,94,10,90,2,1.0244271755218506
89,32,30,8,99,53,9,48,1,0.31400203704833984
14,87,16,76,27,82,62,41,0,0.8158893585205078
16,100,84,52,91,34,37,42,0,0.9212660789489746
84,54,74,40,59,5,100,78,0,0.09989166259765625
11,12,10,80,58,80,56,64,1,3.1020219326019287
74,3,6,95,56,38,50,25,0,1.2207787036895752
42,42,62,27,34,52,12,33,1,0.07171416282653809
44,19,52,78,62,27,72,52,1,0.8670756816864014
19,11,95,59,58,62,59,12,0,1.3628406524658203
0,84,51,38,19,41,39,85,1,0.8142485618591309
45,5,86,9,44,23,92,100,1,0.24759173393249512
53,86,62,35,2,48,76,14,1,0.917957067489624
62,83,82,68,75,52,50,63,1,0.45992565155029297
99,48,70,92,6,65,69,45,2,1.1128039360046387
91,37,59,7,51,52,79,14,1,1.5201141834259033
18,26,40,50,100,38,60,54,0,1.0916366577148438
71,18,22,57,34,38,4,66,1,0.20797371864318848
84,47,81,67,97,69,39,19,0,1.8895704746246338
65,88,60,59,23,47,81,31,0,0.1411271095275879
28,84,57,29,25,3,86,1,2,0.44214463233947754
39,85,49,97,40,78,51,18,1,0.037000417709350586
90,55,53,84,4,13,22,80,2,3.582533359527588
4,60,47,53,27,27,25,65,1,0.9059097766876221
64,18,90,42,27,1,21,21,1,1.0533034801483154
78,65,83,60,66,9,18,26,0,0.030922651290893555
68,89,46,47,75,40,9,10,0,2.8355495929718018
71,1,5,34,92,42,76,37,2,0.17152643203735352
15,86,47,23,39,62,10,23,1,2.171501874923706
77,57,39,63,0,56,5,74,0,0.19127511978149414
12,62,17,28,28,26,39,75,1,0.902435302734375
66,99,44,90,0,87,5,21,0,0.11774969100952148
41,22,33,94,67,57,80,2,0,1.2083988189697266
80,31,19,93,72,32,39,15,1,0.03479933738708496
84,90,16,45,1,99,77,74,2,0.08545184135437012
9,34,62,82,7,15,28,51,1,0.9576363563537598
44,86,91,41,74,24,1,28,1,0.3632700443267822
22,33,98,51,100,27,60,57,1,2.2473974227905273
24,79,18,4,45,50,72,55,1,0.17522954940795898
32,54,31,77,7,54,49,38,0,0.46613407135009766
19,41,33,56,29,81,77,5,0,0.09612846374511719
42,39,5,33,34,22,4,45,1,1.148425817489624
82,4,68,87,52,95,43,60,2,0.9995458126068115
15,61,40,95,73,1,70,47,0,0.6285390853881836
93,32,38,14,6,11,91,80,1,2.1029653549194336
18,84,57,83,65,43,67,60,1,0.5165848731994629
30,84,2,82,93,80,69,12,0,0.18771648406982422
87,73,6,31,99,69,23,5,1,0.06767678260803223
45,32,73,48,15,96,86,21,0,0.4193594455718994
32,88,89,36,35,88,35,37,1,0.011162519454956055
13,43,49,75,27,48,66,72,1,0.0665593147277832
34,75,10,59,61,21,89,27,1,1.1394836902618408
88,35,64,52,90,84,33,18,0,0.15120840072631836
96,82,38,56,86,38,84,29,2,0.23747467994689941
97,14,25,14,84,13,91,44,1,0.06355643272399902
1,3,37,94,10,88,44,86,0,2.269167423248291
98,40,46,73,95,37,64,16,1,0.017024517059326172
28,53,36,93,70,98,33,29,2,0.4957163333892822
11,89,46,12,92,13,81,22,2,2.9623842239379883
90,18,10,53,34,45,44,39,2,0.25156331062316895
28,6,52,45,33,11,32,67,1,0.03261065483093262
81,71,86,79,96,67,46,73,0,0.11386704444885254
43,15,37,3,47,21,91,53,1,0.04200005531311035
76,97,58,72,97,2,62,55,0,1.3235626220703125
13,22,57,61,66,9,8,92,0,2.289423704147339
73,3,57,49,10,3,36,51,2,3.2906060218811035
19,48,70,90,64,92,9,3,0,0.738673210144043
73,19,83,52,1,47,14,52,1,1.2499306201934814
73,56,89,21,73,36,42,58,1,0.9180848598480225
57,39,21,68,58,90,30,99,1,2.5136547088623047
39,6,88,2,46,14,8,57,1,0.05573725700378418
20,43,15,19,45,45,71,79,1,6.245800733566284
40,55,26,40,49,33,3,52,2,0.22443151473999023
6,7,68,86,26,68,56,2,1,2.0526039600372314
95,80,80,68,69,73,6,36,1,0.29297423362731934
5,11,56,0,61,21,57,5,2,0.22004127502441406
54,88,0,64,1,91,88,54,0,0.3721151351928711
83,15,8,30,16,78,14,28,0,1.3902835845947266
74,57,52,8,40,11,25,17,1,0.26346755027770996
85,93,14,93,99,39,39,12,0,1.5043983459472656
37,58,56,80,33,60,54,71,1,0.021220922470092773
61,63,92,36,5,9,35,4,1,0.8842976093292236
46,15,57,45,89,45,15,18,0,1.4755094051361084
8,36,61,88,32,88,38,46,1,0.7846918106079102
59,67,76,77,40,55,95,90,0,0.12676763534545898
56,18,58,69,70,64,58,99,0,0.9518642425537109
72,88,39,40,47,92,27,41,1,0.3628413677215576
39,42,65,35,45,30,77,32,0,0.21075439453125
72,21,29,10,17,17,73,76,1,0.26561617851257324
34,29,22,5,10,89,53,48,2,0.283644437789917
5,94,19,96,26,84,26,90,0,0.19296479225158691
55,88,23,50,80,80,23,9,1,0.6028659343719482
29,20,21,1,36,22,62,58,1,0.03599357604980469
93,3,2,2,38,55,24,79,0,2.1757571697235107
60,98,3,4,15,36,67,10,0,0.5136535167694092
